experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,num_parameters_trainable,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,dataset,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok
archeval_lm_mamba2_depth6_d_conv_2,42,cuda:0,NVIDIA H100 80GB HBM3,10,10,False,1.57828688,2529761,3.16435,30.298899,267.470554,300.16757,2.398117,2026-05-07T19:00:54.555589+00:00,tiny_shakespeare,random_windows,,,
