epoch,split,loss,perplexity,bpc
1,train,3.0250107924143474,20.594226971427307,4.3641680688517726
1,val,2.475949643838634,11.89299586234902,3.5720402726567926
2,train,2.2553897380828856,9.539010301360673,3.2538395904040374
2,val,2.1515807911913836,8.598439997720423,3.1040749375237615
3,train,1.9801351388295492,7.243721827109041,2.8567311450793698
3,val,1.9775640567647133,7.225121545508284,2.8530218577347126
4,train,1.794928741455078,6.019045798079802,2.5895347940463096
4,val,1.8647828390545744,6.454534061066937,2.6903129542388764
5,train,1.6634779532750448,5.277634327461391,2.39989139381803
5,val,1.776977885778635,5.911962767125969,2.5636371835821916
6,train,1.574252724647522,4.827133072421424,2.271166598954919
6,val,1.7144491862662214,5.553615661956235,2.4734273388823964
7,train,1.5064351638158162,4.510622469411151,2.1733265402578312
7,val,1.6744952211853235,5.3361009184385075,2.4157859515963342
8,train,1.4529061873753866,4.275521945178172,2.0961005514033615
8,val,1.6400880911109579,5.155623656846948,2.3661469556668253
9,train,1.4177100340525308,4.127657414461345,2.0453232355461095
9,val,1.6081542453969866,4.9935857825549625,2.3200761548187656
10,train,1.3748555024464926,3.9545052652982893,1.983497215318459
10,val,1.5800421632433426,4.855160516236203,2.2795189933066404
