experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,seed,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
mqar_ms_attention_stride4_len128,outputs/MQAR/mqar_ms_attention_stride4_len128,128,16,1024,42,multiscale_mamba2_attention_lm,residual,4,256,3292832,10,5,6.28815973,0.00187500,6.28782611,0.00181250,0.00000000,0.00097656,23.294353,2026-05-05T20:20:14.270848+00:00,ok
