epoch,split,answer_loss,answer_ppl,answer_accuracy,exact_match
1,train,6.937887005615234,1030.5902812004022,0.001271875,0.0
1,val,6.956141815185547,1049.5762761548265,0.0010625,0.0
2,train,6.904047302246093,996.2988893206793,0.002315625,0.0
2,val,6.96048095703125,1054.140431592657,0.00109375,0.0
3,train,6.749394088745118,853.5414354525813,0.00856875,0.0
3,val,6.991979064941407,1087.8723171205002,0.00103125,0.0
4,train,6.344285469055176,569.2305115539771,0.041559375,0.0
4,val,7.078113037109375,1185.728979627331,0.001,0.0
5,train,5.82582472000122,338.94054889208047,0.11795625,0.0
5,val,7.177267700195313,1309.3258955412095,0.00140625,0.0
