experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,num_parameters_trainable,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok
tiny_shakespeare_mamba2_random_windows,42,cuda:0,NVIDIA H100 80GB HBM3,3,3,False,1.87665368,3370945,0.761732,18.245849,28.631841,47.252149,0.374459,2026-05-03T22:47:07.969370+00:00,random_windows,,,
