epoch,split,answer_loss,answer_ppl,answer_accuracy,exact_match
1,train,5.561757431793213,260.2798587113166,0.007,0.0
1,val,5.5956826171875,269.26138982580704,0.004,0.0
2,train,5.492986122131348,242.981697635451,0.013025,0.0
2,val,5.581761657714844,265.53898278382,0.00434375,0.0
3,train,5.320153704833984,204.41529919804512,0.0343625,0.0
3,val,5.630371353149414,278.7656189046175,0.00371875,0.0
4,train,5.015851957702637,150.78454411313146,0.0926,0.0
4,val,5.686224243164062,294.7785048075437,0.0038125,0.0
5,train,4.600346890258789,99.5188317682402,0.2097,0.0
5,val,5.753026290893555,315.1429328198287,0.0038125,0.0
6,train,4.106884062194824,60.75710694910787,0.36535,0.0008
6,val,5.82536782836914,338.78572516304547,0.0038125,0.0
