epoch,split,loss,perplexity,bpc
1,train,3.043506050109863,20.97866670340097,4.390851085409056
1,val,2.470059796486604,11.823153813567858,3.563543019090426
2,train,2.2508166631062827,9.49548728490845,3.247242037813679
2,val,2.1443871696374415,8.536808018767038,3.093696735381857
3,train,1.9749066750208537,7.205947127573796,2.8491880662710973
3,val,1.9669997801786396,7.149195123135943,2.8377808282934045
4,train,1.7953378677368164,6.021508851722415,2.5901250385040706
4,val,1.8595436585963867,6.420806023136173,2.6827544145735267
5,train,1.6689107259114584,5.306384540793206,2.4077292279588614
5,val,1.7767292899086868,5.910493260263011,2.5632785355534318
6,train,1.58317023118337,4.870371566386783,2.2840318414112817
6,val,1.718442360751382,5.575836554742178,2.4791882719095417
7,train,1.516758139928182,4.557426681159075,2.1882194467023566
7,val,1.6779522727628178,5.3545800177319895,2.4207734227632827
8,train,1.4639099359512329,4.322828511140267,2.1119756049049236
8,val,1.6448896479031054,5.180438203186177,2.3730741378394034
9,train,1.4302244663238526,4.179637274449372,2.0633777449234865
9,val,1.6145257896241227,5.025504212081699,2.3292683500780598
10,train,1.392117714881897,4.023361369790232,2.0084013235937888
10,val,1.592920116486139,4.918089374112018,2.298097952586823
