experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,best_val_bpc,final_val_loss,final_val_bpc,num_parameters_trainable,train_max_steps,eval_max_batches,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,dataset,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok,status
text8_mamba2_depth4_random_windows,42,cuda:0,NVIDIA H100 80GB HBM3,10,10,False,1.49729077,2.16013397,1.49729077,2.16013397,1682907,2000,200,9.486342,17.736411,11.863483,30.486276,0.886382,2026-05-10T22:21:52.650358+00:00,text8,random_windows,,,,ok
