model_name,seed,input_seq_len,num_kv_pairs,vocab_size,params,answer_acc,exact_match,answer_loss,regime,output_dir,status
ms_gated_slow_init,43,128,16,1280,3292320,0.00159375,0.00000000,6.48231314,too_hard,outputs/MQARFailureSweep/mqar_fail_ms_gated_slow_init_v1280_seed43,ok
ms_gated_slow_init,44,128,16,1280,3292320,0.00159375,0.00000000,6.48208423,too_hard,outputs/MQARFailureSweep/mqar_fail_ms_gated_slow_init_v1280_seed44,ok
transformer_param_match,42,128,16,512,3071728,1.00000000,1.00000000,0.00010531,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v512_seed42,ok
transformer_param_match,43,128,16,512,3071728,1.00000000,1.00000000,0.00009137,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v512_seed43,ok
transformer_param_match,44,128,16,512,3071728,1.00000000,1.00000000,0.00008761,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v512_seed44,ok
transformer_param_match,42,128,16,640,3131248,1.00000000,1.00000000,0.00012459,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v640_seed42,ok
transformer_param_match,43,128,16,640,3131248,1.00000000,1.00000000,0.00011557,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v640_seed43,ok
transformer_param_match,44,128,16,640,3131248,1.00000000,1.00000000,0.00008794,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v640_seed44,ok
transformer_param_match,42,128,16,704,3161008,1.00000000,1.00000000,0.00012569,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v704_seed42,ok
transformer_param_match,43,128,16,704,3161008,1.00000000,1.00000000,0.00011843,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v704_seed43,ok
transformer_param_match,44,128,16,704,3161008,1.00000000,1.00000000,0.00011677,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v704_seed44,ok
transformer_param_match,42,128,16,768,3190768,1.00000000,1.00000000,0.00014442,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v768_seed42,ok
transformer_param_match,43,128,16,768,3190768,1.00000000,1.00000000,0.00008256,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v768_seed43,ok
transformer_param_match,44,128,16,768,3190768,1.00000000,1.00000000,0.00012791,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v768_seed44,ok
transformer_param_match,42,128,16,896,3250288,1.00000000,1.00000000,0.00010206,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v896_seed42,ok
transformer_param_match,43,128,16,896,3250288,1.00000000,1.00000000,0.00012172,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v896_seed43,ok
transformer_param_match,44,128,16,896,3250288,1.00000000,1.00000000,0.00014095,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v896_seed44,ok
transformer_param_match,42,128,16,1024,3309808,1.00000000,1.00000000,0.00014606,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v1024_seed42,ok
transformer_param_match,43,128,16,1024,3309808,1.00000000,1.00000000,0.00013384,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v1024_seed43,ok
transformer_param_match,44,128,16,1024,3309808,1.00000000,1.00000000,0.00013595,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v1024_seed44,ok
transformer_param_match,42,128,16,1280,3428848,1.00000000,1.00000000,0.00009572,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v1280_seed42,ok
transformer_param_match,43,128,16,1280,3428848,1.00000000,1.00000000,0.00016960,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v1280_seed43,ok
transformer_param_match,44,128,16,1280,3428848,1.00000000,1.00000000,0.00013031,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v1280_seed44,ok
transformer_param_match,42,128,16,1536,3547888,1.00000000,1.00000000,0.00018256,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v1536_seed42,ok
transformer_param_match,43,128,16,1536,3547888,1.00000000,1.00000000,0.00017784,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v1536_seed43,ok
transformer_param_match,44,128,16,1536,3547888,1.00000000,1.00000000,0.00014687,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v1536_seed44,ok
transformer_param_match,42,128,16,2048,3785968,1.00000000,1.00000000,0.00019302,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v2048_seed42,ok
transformer_param_match,43,128,16,2048,3785968,1.00000000,1.00000000,0.00019666,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v2048_seed43,ok
transformer_param_match,44,128,16,2048,3785968,1.00000000,1.00000000,0.00014968,too_easy,outputs/MQARFailureSweep/mqar_fail_transformer_param_match_v2048_seed44,ok
