experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,min_query_pos,seed,lr,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,test_loss_ckpt_answer_loss,test_loss_ckpt_answer_accuracy,test_loss_ckpt_exact_match,test_acc_ckpt_answer_loss,test_acc_ckpt_answer_accuracy,test_acc_ckpt_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
archeval_mqar_easy_mamba2_split_ts_slow_veryslow_seed45,outputs/ArchEval/mqar_easy_mamba2_split_ts_slow_veryslow_seed45,128,16,512,,45,0.0003,mamba2_lm,,,256,1931712,20,20,0.00448657,0.99900000,0.00574498,0.99865625,0.97850000,0.00574498,0.99865625,0.97850000,0.00574498,0.99865625,0.97850000,0.00195312,111.520477,2026-05-08T20:51:53.358989+00:00,ok
