experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,seed,lr,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,test_loss_ckpt_answer_loss,test_loss_ckpt_answer_accuracy,test_loss_ckpt_exact_match,test_acc_ckpt_answer_loss,test_acc_ckpt_answer_accuracy,test_acc_ckpt_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
mqar_bugcheck_ms_attention_stride4_kv16_vocab512_lr1e4_seed42,outputs/MQAR/mqar_bugcheck_ms_attention_stride4_kv16_vocab512_lr1e4_seed42,128,16,512,42,0.0001,multiscale_mamba2_attention_lm,residual,4,256,3030176,20,20,0.08424184,0.98550000,0.08305556,0.98518750,0.78350000,0.08305556,0.98518750,0.78350000,0.08305556,0.98518750,0.78350000,0.00195312,134.663148,2026-05-05T20:56:28.986353+00:00,ok
