run_name,d_model,n_layers,n_heads,dropout,lr,seed,params,best_val_loss,best_val_bpc,best_val_ppl,epochs_completed,status,output_dir
sanity_pm_lr1e-4_do0.0_seed42,232,4,4,0.0,0.0001,42,,,nan,nan,,missing_meta,/home/jovyan/shares/SR008.fs2/nvidenisov/other/repos/mamba/mamba_multi_scale_get_started/outputs/TransformerLMSanity/sanity_pm_lr1e-4_do0.0_seed42
sanity_pm_lr1em3_do0p0_seed42,232,4,4,0.0,0.001,42,2863873,1.93957814,2.79821976,6.955816,20,ok,/home/jovyan/shares/SR008.fs2/nvidenisov/other/repos/mamba/mamba_multi_scale_get_started/outputs/TransformerLMSanity/sanity_pm_lr1em3_do0p0_seed42
sanity_pm_lr1em3_do0p1_seed42,232,4,4,0.1,0.001,42,2863873,2.00366805,2.89068196,7.416209,20,ok,/home/jovyan/shares/SR008.fs2/nvidenisov/other/repos/mamba/mamba_multi_scale_get_started/outputs/TransformerLMSanity/sanity_pm_lr1em3_do0p1_seed42
sanity_pm_lr1em4_do0p0_seed42,232,4,4,0.0,0.0001,42,2863873,2.49736886,3.60294167,12.150482,20,ok,/home/jovyan/shares/SR008.fs2/nvidenisov/other/repos/mamba/mamba_multi_scale_get_started/outputs/TransformerLMSanity/sanity_pm_lr1em4_do0p0_seed42
sanity_pm_lr1em4_do0p1_seed42,232,4,4,0.1,0.0001,42,2863873,2.50240597,3.61020868,12.211840,20,ok,/home/jovyan/shares/SR008.fs2/nvidenisov/other/repos/mamba/mamba_multi_scale_get_started/outputs/TransformerLMSanity/sanity_pm_lr1em4_do0p1_seed42
sanity_pm_lr3em4_do0p0_seed42,232,4,4,0.0,0.0003,42,2863873,2.37798355,3.43070507,10.783137,20,ok,/home/jovyan/shares/SR008.fs2/nvidenisov/other/repos/mamba/mamba_multi_scale_get_started/outputs/TransformerLMSanity/sanity_pm_lr3em4_do0p0_seed42
sanity_pm_lr3em4_do0p1_seed42,232,4,4,0.1,0.0003,42,2863873,2.40509071,3.46981244,11.079435,20,ok,/home/jovyan/shares/SR008.fs2/nvidenisov/other/repos/mamba/mamba_multi_scale_get_started/outputs/TransformerLMSanity/sanity_pm_lr3em4_do0p1_seed42
