epoch,split,loss,perplexity,bpc
1,train,3.426748259862264,30.776402996270516,4.943752720878173
1,val,3.0442140944863794,20.99352579021278,4.391872577519786
2,train,2.8981704552968344,18.140925356063853,4.181176143507653
2,val,2.7689721085460968,15.942238694025427,3.9947823293593103
3,train,2.7233858267466227,15.231807296581021,3.9290152266746423
3,val,2.6440456329216473,14.070010718464651,3.814551522500181
4,train,2.6372553507486978,13.974795012116216,3.8047552160830302
4,val,2.591202097575238,13.345804924195871,3.738314416112876
5,train,2.5940799077351886,13.384266933835972,3.7424662185592563
5,val,2.559953455773285,12.935215241940831,3.6932321555506826
6,train,2.565286334355672,13.00438143780395,3.7009258730351555
6,val,2.5417792046858385,12.702250781936439,3.6670122536349528
7,train,2.5460014184316,12.755995781384708,3.6731036204675362
7,val,2.527245603929216,12.518976384827791,3.6460446998971134
8,train,2.529972537358602,12.553161388964774,3.649978833232523
8,val,2.516982359608134,12.391148159747853,3.6312379682116567
9,train,2.519159682591756,12.418157084335496,3.634379181282542
9,val,2.5091210003072444,12.294118783018742,3.619896424133617
10,train,2.5107367197672525,12.313998685828246,3.6222274145860385
10,val,2.5068580305638024,12.266329019746575,3.616631648907071
