epoch,split,answer_loss,answer_ppl,answer_accuracy,exact_match
1,train,5.549140472412109,257.0165481245811,0.004665625,0.0
1,val,5.56002848815918,259.8302383027044,0.00390625,0.0
2,train,5.506128559112549,246.1961458583402,0.013325,0.0
2,val,5.561588790893555,260.23596858272003,0.00871875,0.0
3,train,5.315400408935547,203.44595840169706,0.042421875,0.0
3,val,5.517368911743164,248.9790886824635,0.03228125,0.0
4,train,4.955983267211914,142.02218349730535,0.08508125,0.0
4,val,5.475707260131836,238.81931459393553,0.0496875,0.0
5,train,4.258928509521485,70.73415186488961,0.21045625,0.0
5,val,5.018683654785156,151.21212537137276,0.133875,0.0
6,train,2.047877480316162,7.75143106847952,0.5936875,0.0001
6,val,2.6017816467285155,13.487747041258155,0.46384375,0.0
7,train,0.6049103035926818,1.8310879595081424,0.873446875,0.11695
7,val,0.9197401695251465,2.50863848451885,0.77309375,0.0125
8,train,0.20120566115379335,1.22287624410271,0.965640625,0.5752
8,val,0.37038207149505614,1.4482878584746084,0.9091875,0.2145
9,train,0.07899316693544388,1.0821969273235834,0.99311875,0.8958
9,val,0.19285564994812013,1.2127077264607242,0.9531875,0.466
10,train,0.03721773999929428,1.0379189927164476,0.99910625,0.98575
10,val,0.128634596824646,1.1372744845244396,0.96715625,0.586
11,train,0.01967412654161453,1.0198689376513292,0.999990625,0.99985
11,val,0.09700989603996277,1.101871277729255,0.976,0.682
12,train,0.012948969614505769,1.0130331705675542,1.0,1.0
12,val,0.08122064185142518,1.084610180566072,0.9803125,0.734
13,train,0.00942451874166727,1.009469069364496,1.0,1.0
13,val,0.072900071144104,1.0756230457637206,0.98253125,0.756
14,train,0.0074612851306796076,1.0074891898771632,1.0,1.0
14,val,0.06832398390769959,1.0707121457959021,0.98215625,0.755
15,train,0.005971180494874715,1.0059890435298957,1.0,1.0
15,val,0.0632263011932373,1.0652678833491103,0.98378125,0.7735
16,train,0.004922301778197288,1.0049344362071995,1.0,1.0
16,val,0.05961238265037536,1.0614250400361367,0.9836875,0.771
17,train,0.004115204853191972,1.004123683935748,1.0,1.0
17,val,0.05705803108215332,1.0587172471204078,0.98446875,0.78
18,train,0.0034950441233813764,1.0035011589118368,1.0,1.0
18,val,0.05473965048789978,1.0562655806459906,0.9848125,0.7845
19,train,0.0029956233970820905,1.003000114760542,1.0,1.0
19,val,0.05279201233386993,1.054210359563505,0.98540625,0.794
20,train,0.002578116562962532,1.0025814427632984,1.0,1.0
20,val,0.050809597492218014,1.0521225474391072,0.98596875,0.7995
