epoch,split,loss,perplexity,bpc
1,train,3.077439037958781,21.702751244242496,4.439806038701236
1,val,2.482952132546564,11.976568699002891,3.5821427283896043
2,train,2.249977795283,9.48752516620825,3.246031807365067
2,val,2.151565722410598,8.598310430689212,3.10405319786845
3,train,1.9791040023167927,7.236256410638073,2.8552435295459366
3,val,1.97857505341747,7.232429812900999,2.8544804175919998
4,train,1.802563230196635,6.065173994006511,2.6005490330934764
4,val,1.86782784383276,6.474218101913776,2.6947059675318483
5,train,1.6751165866851807,5.339417617787542,2.4166823925215577
5,val,1.7798437707919226,5.928930074181768,2.5677717816786196
6,train,1.5880494912465413,4.894193445173398,2.2910711257076266
6,val,1.7187329512421854,5.577457075265785,2.4796075053695534
7,train,1.5199199040730795,4.571858993192904,2.1927809081546608
7,val,1.6796824666143755,5.363852498437744,2.4232695648527014
8,train,1.4670166571935017,4.336279217281226,2.1164576562345694
8,val,1.646665920284975,5.189648249846653,2.3756367571959944
9,train,1.4319644610087077,4.186916151859089,2.0658880266265
9,val,1.614030317032418,5.0230148292465255,2.328553534227111
10,train,1.393232814470927,4.02785032074874,2.0100100722409797
10,val,1.5929249585906666,4.918113188072498,2.298104938267012
