experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,num_parameters_trainable,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,dataset,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok,status
archeval_lm_ms_gated_right_init_seed43,43,cuda:0,NVIDIA H100 80GB HBM3,10,10,False,1.58633278,2669025,3.072666,28.696316,245.112116,275.549995,1.741562,2026-05-08T20:36:08.263360+00:00,tiny_shakespeare,random_windows,,,,ok
