epoch,split,loss,perplexity,bpc
1,train,3.1099148273468016,22.41913482223034,4.486658699000287
1,val,2.544255381182077,12.733742770542039,3.670584621186442
2,train,2.3242167949676515,10.218673634239433,3.3531360440506717
2,val,2.1925945352569993,8.958425940379314,3.1632452626955145
3,train,2.0331478277842203,7.6380919542895995,2.933212288538463
3,val,2.0036772183251177,7.416277289880466,2.89069518641984
4,train,1.8350632190704346,6.265530233912577,2.6474366058706535
4,val,1.8832889577327547,6.575094547002967,2.71701163988199
5,train,1.6961706161499024,5.453025630283431,2.447056936421042
5,val,1.7919160433806884,6.000939518466035,2.585188389474692
6,train,1.5889063994089763,4.898389116881032,2.2923073828640685
6,val,1.7235390931716281,5.604327645739007,2.486541302496969
7,train,1.5140700817108155,4.545192503376465,2.184341398442541
7,val,1.6668602307208944,5.29551497262011,2.4047709887160678
8,train,1.4563721656799316,4.290366522110896,2.101100901115157
8,val,1.6291907758061084,5.0997462103015625,2.3504254529175155
9,train,1.4147825558980307,4.115591457581072,2.0410997773303015
9,val,1.6000195422628691,4.953129218802539,2.3083402589480704
10,train,1.380465308825175,3.976751614675526,1.9915904551613315
10,val,1.5771647735520318,4.841210406992235,2.2753677974682813
