experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,seed,lr,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,test_loss_ckpt_answer_loss,test_loss_ckpt_answer_accuracy,test_loss_ckpt_exact_match,test_acc_ckpt_answer_loss,test_acc_ckpt_answer_accuracy,test_acc_ckpt_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
mqar_bugcheck_mamba2_depth6_kv16_vocab512_lr3e4_seed42,outputs/MQAR/mqar_bugcheck_mamba2_depth6_kv16_vocab512_lr3e4_seed42,128,16,512,42,0.0003,mamba2_lm,,,256,2765984,20,20,0.00767420,0.99781250,0.00870251,0.99787500,0.96600000,0.00870251,0.99787500,0.96600000,0.00897688,0.99784375,0.96550000,0.00195312,131.102553,2026-05-05T20:53:58.248617+00:00,ok
