epoch,split,loss,perplexity,bpc
1,train,2.5060338973999023,12.25622409567555,3.6154426760784806
1,val,2.1328625242710113,8.438989080744303,3.0770701866637045
2,train,2.019346276919047,7.533398567076276,2.9133008595487007
2,val,1.9265883160829544,6.866045460262317,2.779479409447497
3,train,1.8532862504323324,6.380753861157174,2.673726882846428
3,val,1.7994278466701508,6.046187128487527,2.5960256308285325
4,train,1.7352436780929565,5.67030936564266,2.5034274491186332
4,val,1.705304937005043,5.503063499083955,2.460234975820642
5,train,1.662427004178365,5.272090715969326,2.3983751947680236
5,val,1.6345039367675782,5.126914092533494,2.358090723888073
6,train,1.604706875483195,4.976400683881797,2.315102651340029
6,val,1.5755851366519928,4.833569089235162,2.27308886314619
7,train,1.5553208430608114,4.736605988554971,2.2438536672750744
7,val,1.5339878436326981,4.636630159391555,2.2130766547928484
8,train,1.5234494845072428,4.588024248745744,2.197873016343447
8,val,1.5042196700572967,4.500640275310556,2.1701302583992947
9,train,1.494859226544698,4.458708840816559,2.1566259929631473
9,val,1.4762392480373383,4.376455928197225,2.1297630423091203
10,train,1.4725846926371255,4.360491117462212,2.1244906333565794
10,val,1.4596568154096603,4.304482042928067,2.105839648991294
