experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,num_parameters_trainable,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok
tiny_shakespeare_mamba2,42,cuda:0,NVIDIA H100 80GB HBM3,10,10,False,1.56342139,3370945,0.788773,27.10959,95.563889,124.067911,1.394431,2026-05-03T22:37:35.626234+00:00,random_windows,,,
