experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,num_parameters_trainable,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,dataset,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok,status
archeval_lm_mamba2_slow_init_seed46,46,cuda:0,NVIDIA H100 80GB HBM3,10,10,False,1.59885153,1702401,1.792762,26.437323,192.116014,234.762524,16.209187,2026-05-08T22:18:11.881216+00:00,tiny_shakespeare,random_windows,,,,ok
