epoch,split,loss,perplexity,bpc
1,train,3.0111459573109944,20.310661745487163,4.344165340005422
1,val,2.6604396866019275,14.302576367564228,3.838203142444789
2,train,2.5754875500996905,13.137720894423902,3.715643116400089
2,val,2.5363012801769167,12.632859045928823,3.659109279111567
3,train,2.5077220598856607,12.276932067703726,3.6178781797248987
3,val,2.504052462565308,12.231963229911571,3.612584069868767
4,train,2.4779994328816732,11.917398997051217,3.574997493144054
4,val,2.483411369837572,11.98207004908366,3.5828052677519326
5,train,2.456507953008016,11.664009071582873,3.5439918417089635
5,val,2.471650448260577,11.841975299401815,3.565837844516518
6,train,2.435220988591512,11.418341757837117,3.5132812437096934
6,val,2.4414022249414655,11.489139811298648,3.522198882738334
7,train,2.4104841868082683,11.139353367491655,3.4775935824495545
7,val,2.4194848658963903,11.240067681086469,3.490578817534621
8,train,2.3723118464152018,10.722151620979709,3.422522536265352
8,val,2.383440857139953,10.842145026834146,3.4385783048479506
9,train,2.3246193091074625,10.222787622781063,3.3537167492040645
9,val,2.3361695290023166,10.34154759939774,3.3703801941675477
10,train,2.262740627924601,9.609388870929065,3.2644446827248013
10,val,2.2635880960001917,9.617535972939939,3.2656673207147677
11,train,2.198917007446289,9.015244767703745,3.1723666619691615
11,val,2.207562029008223,9.09351960945631,3.1848387917049417
12,train,2.1336376667022705,8.445533035178437,3.078188480805265
12,val,2.1580203110307634,8.653988483507383,3.113365200861741
13,train,2.0650065263112385,7.8853493597311175,2.9791746749125685
13,val,2.1158541410755434,8.296669266544992,3.052532276574064
14,train,2.0334773937861126,7.6406096245635355,2.9336877517750386
14,val,2.0878880405052387,8.067858169140957,3.012185721968283
15,train,1.982827083269755,7.263247793424808,2.8606147999736034
15,val,2.0511469018223223,7.776815237080504,2.9591794633938258
16,train,1.9334904193878173,6.913599538118201,2.789437039657126
16,val,2.016513560455085,7.512088781465645,2.909214113553898
17,train,1.9151019732157388,6.78763091826178,2.762908119555015
17,val,2.004664566921282,7.423603356947256,2.892119629343155
18,train,1.8654369672139486,6.458757534747857,2.6912566616905114
18,val,1.9621719233210984,7.114763015956377,2.830815703146908
19,train,1.8239758014678955,6.196445377753084,2.6314408434792056
19,val,1.9451385289082472,6.99460074232643,2.806241709497982
20,train,1.789790439605713,5.988197445868584,2.58212179144964
20,val,1.9101251356512847,6.753933903571556,2.755728060681467
