epoch,split,loss,perplexity,bpc
1,train,3.09920711517334,22.18035783839636,4.471210735748368
1,val,2.5101119382851995,12.306307530375253,3.621326045440241
2,train,2.2730937321980793,9.70939265747382,3.2793810549179545
2,val,2.1569792694755354,8.644984009706523,3.111863295372654
3,train,1.985514728228251,7.282795081057097,2.8644922520268956
3,val,1.978259600508834,7.230148681693667,2.8540253152450767
4,train,1.7991771221160888,6.044671390940213,2.5956639117577582
4,val,1.8666284351094486,6.466457523228958,2.692975586514728
5,train,1.666505757967631,5.293638189501709,2.4042595926328043
5,val,1.7758376346987015,5.905225487021654,2.561992149003803
6,train,1.5715827782948812,4.81426207616179,2.2673146805925244
6,val,1.706902492429928,5.51186197418494,2.4625397611096687
7,train,1.494859226544698,4.458708840816559,2.1566259929631473
7,val,1.6618872958556108,5.26924609243415,2.3975965602472593
8,train,1.4378964265187582,4.211826604993653,2.0744460438505743
8,val,1.6279503359865894,5.093424203877752,2.3486358765413744
9,train,1.4031104564666748,4.0678331270672405,2.0242604973639216
9,val,1.597659924967531,4.941455507593644,2.30493605077769
10,train,1.3647334893544516,3.9146796091648333,1.9688942372267584
10,val,1.573612375438716,4.824043011042467,2.270242770326937
