experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,num_parameters_trainable,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok
None,42,cuda:0,NVIDIA H100 80GB HBM3,10,10,False,1.60780206,2800865,0.731984,106.778215,70.420437,178.778804,1.580152,2026-05-05T14:37:26.345962+00:00,random_windows,,,
