experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,min_query_pos,seed,lr,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,test_loss_ckpt_answer_loss,test_loss_ckpt_answer_accuracy,test_loss_ckpt_exact_match,test_acc_ckpt_answer_loss,test_acc_ckpt_answer_accuracy,test_acc_ckpt_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
archeval_mqar_trans704_mamba2_depth4_seed46,outputs/ArchEval/mqar_trans704_mamba2_depth4_seed46,128,16,704,,46,0.0003,mamba2_lm,,,256,2030208,20,7,5.87130031,0.02221875,5.87594514,0.01484375,0.00000000,5.87594514,0.01484375,0.00000000,5.89081178,0.02206250,0.00000000,0.00142045,48.740853,2026-05-08T20:45:27.457502+00:00,ok
