epoch,split,answer_loss,answer_ppl,answer_accuracy,exact_match
1,train,5.549451922607422,257.0966084454473,0.004871875,0.0
1,val,5.558359680175781,259.39699312874507,0.003875,0.0
2,train,5.5110323600769044,247.40640777230175,0.015190625,0.0
2,val,5.543702392578125,255.62266507594708,0.0120625,0.0
3,train,5.154619678497315,173.22991116879874,0.064359375,0.0
3,val,5.297591888427735,199.85495699506444,0.053625,0.0
4,train,3.422469614028931,30.645002975361063,0.31546875,0.0
4,val,3.59375439453125,36.37036863117979,0.28353125,0.0
5,train,0.5332709351062774,1.7044985043197296,0.898971875,0.18125
5,val,0.6395822429656982,1.8956887765419732,0.8636875,0.09
6,train,0.0894282426595688,1.093548860339029,0.98866875,0.83575
6,val,0.13606756353378296,1.1457593025271653,0.97384375,0.6555
7,train,0.020983432632684706,1.0212051328168392,0.99925,0.9881
7,val,0.04723696947097778,1.0483704114283916,0.9910625,0.8685
8,train,0.008104612556099892,1.0081375438334053,0.99998125,0.9997
8,val,0.025658370971679688,1.0259903804979977,0.9955,0.9305
9,train,0.004643774051964283,1.004654573080299,1.0,1.0
9,val,0.018049735605716707,1.0182136166014433,0.99671875,0.9475
10,train,0.003258478081971407,1.0032637926926231,1.0,1.0
10,val,0.014802649319171905,1.0149127511279512,0.99725,0.956
11,train,0.002451546795666218,1.0024545542936838,1.0,1.0
11,val,0.01261400681734085,1.0126938989679743,0.99734375,0.958
12,train,0.0019184226837009192,1.0019202640338052,1.0,1.0
12,val,0.011125142693519592,1.0111872572241245,0.99759375,0.962
13,train,0.0015485365346074105,1.001549736136436,1.0,1.0
13,val,0.00993192207813263,1.009981407308349,0.9978125,0.965
14,train,0.0012737534811720253,1.0012745650496802,1.0,1.0
14,val,0.008886777758598328,1.0089263824003463,0.9979375,0.968
15,train,0.001063885977678001,1.001064452105112,1.0,1.0
15,val,0.008258025527000428,1.0082922170732183,0.99809375,0.97
16,train,0.0008972655870020389,1.0008976682501918,1.0,1.0
16,val,0.007557038918137551,1.0075856654017916,0.99815625,0.971
17,train,0.0007659942938014865,1.0007662877423524,1.0,1.0
17,val,0.007013569355010987,1.0070382220332816,0.99821875,0.972
18,train,0.0006603446551598608,1.0006605627306906,1.0,1.0
18,val,0.006517247751355171,1.0065385312219095,0.99834375,0.974
19,train,0.0005723871467635035,1.0005725509915457,1.0,1.0
19,val,0.006096437022089958,1.006115058115815,0.998625,0.9785
20,train,0.0005002033051569014,1.0005003284276914,1.0,1.0
20,val,0.005654705345630646,1.0056707233700737,0.998625,0.978
