experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,seed,lr,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,test_loss_ckpt_answer_loss,test_loss_ckpt_answer_accuracy,test_loss_ckpt_exact_match,test_acc_ckpt_answer_loss,test_acc_ckpt_answer_accuracy,test_acc_ckpt_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
mqar_vocab640_ms_gated_stride2_kv16_lr3e4_seed42,outputs/MQAR/mqar_vocab640_ms_gated_stride2_kv16_lr3e4_seed42,128,16,640,42,0.0003,multiscale_mamba2_lm,gated,2,256,2964000,20,20,0.01490364,0.99637500,0.01499428,0.99671875,0.94950000,0.01499428,0.99671875,0.94950000,0.01499428,0.99671875,0.94950000,0.00156250,130.535721,2026-05-05T21:10:36.949839+00:00,ok
