epoch,split,answer_loss,answer_ppl,answer_accuracy,exact_match
1,train,5.955810768890381,385.9897323148262,0.003240625,0.0
1,val,5.965190505981445,389.627247322159,0.0025,0.0
2,train,5.913671254730224,370.0622574012518,0.007853125,0.0
2,val,5.973434814453125,392.8527322149749,0.00409375,0.0
3,train,5.751212529754639,314.57185686931643,0.022853125,0.0
3,val,5.991357696533203,399.9572620534163,0.00775,0.0
4,train,5.396853317260742,220.71081544736788,0.062921875,0.0
4,val,6.073277893066407,434.10128960920434,0.0086875,0.0
5,train,4.952812394714355,141.57256248378718,0.131434375,0.0
5,val,6.196346130371094,490.9518856226784,0.00646875,0.0
