epoch,split,loss,perplexity,bpc
1,train,3.435307836532593,31.040966638444594,4.956101579692565
1,val,3.0400671196439513,20.906646434666012,4.385889757479924
2,train,2.8948503971099853,18.080796299534104,4.176386312026023
2,val,2.7944637723179437,16.35385701070431,4.0315590262669625
3,train,2.730183712641398,15.335704123842762,3.9388225029435637
3,val,2.6716930132838326,14.464436958746496,3.8544382610422767
4,train,2.6461273511250814,14.099331023617857,3.8175548070288037
4,val,2.6010792912435545,13.47827717413981,3.752564194436056
5,train,2.59679381052653,13.420639867205768,3.746381552657779
5,val,2.5621893368376907,12.964169201507135,3.696457850074318
6,train,2.5677934805552165,13.037026228835217,3.704542920424022
6,val,2.540186349842265,12.682034045691742,3.6647142498512735
7,train,2.545961634318034,12.755488305494698,3.673046224124188
7,val,2.527200334377331,12.518409669204365,3.6459793897391055
8,train,2.530981731414795,12.565836359501656,3.6514347924926875
8,val,2.517370606802838,12.395959922276246,3.6317980905140947
9,train,2.518742020924886,12.41297157911695,3.6337766228669786
9,val,2.5074636864133195,12.27376044388507,3.617505425597655
10,train,2.511099433898926,12.31846595729127,3.6227507004650636
10,val,2.501889940141583,12.205539915942584,3.6094642094922476
