epoch,split,answer_loss,answer_ppl,answer_accuracy,exact_match
1,train,6.10993034286499,450.30734695546073,0.002865625,0.0
1,val,6.123337738037109,456.38545022237395,0.00253125,0.0
2,train,6.086424769592285,439.84604571947534,0.004125,0.0
2,val,6.124180450439453,456.77021400135936,0.002125,0.0
3,train,5.995718225097656,401.7050950876253,0.0116375,0.0
3,val,6.136217498779297,462.3016031598395,0.00421875,0.0
4,train,5.72744663848877,307.1839145736682,0.0366625,0.0
4,val,6.189488647460937,487.5967086398316,0.00809375,0.0
5,train,5.324843978881836,205.37631492265876,0.08703125,0.0
5,val,6.287156829833984,537.6226015151115,0.008875,0.0
