epoch,split,answer_loss,answer_ppl,answer_accuracy,exact_match
1,train,5.555225004577637,258.58514081575447,0.004340625,0.0
1,val,5.556364044189453,258.8798473435122,0.00415625,0.0
2,train,5.540528185272216,254.81255215827522,0.0048,0.0
2,val,5.545767623901368,256.15113052465824,0.00428125,0.0
3,train,4.742093441009522,114.67401385959202,0.0811125,0.0
3,val,4.817363372802735,123.63867156195629,0.0748125,0.0
4,train,4.11755944366455,61.40918664978662,0.092490625,0.0
4,val,4.252024612426758,70.24749241571178,0.078,0.0
5,train,3.7471176280975342,42.398696892473026,0.098759375,0.0
5,val,3.9371583862304687,51.272696895223554,0.07715625,0.0
6,train,3.5062617671966554,33.32346379062903,0.108196875,0.0
6,val,3.7454078369140626,42.32626591290604,0.07990625,0.0
7,train,3.2763746974945067,26.47960191394485,0.132171875,0.0
7,val,3.5715372772216796,35.5712339895692,0.0903125,0.0
8,train,0.005511454252898693,1.0055266702581516,0.999703125,0.99525
8,val,0.006896776035428047,1.006920613564459,0.99925,0.9885
9,train,0.000592757052090019,1.0005929327672685,0.99999375,0.9999
9,val,0.0006250786017626523,1.0006252740041037,1.0,1.0
10,train,0.00030042450949549677,1.000300469641458,1.0,1.0
10,val,0.0003176123909652233,1.0003176628351211,1.0,1.0
11,train,0.00019300180501304566,1.0001930204310596,1.0,1.0
11,val,0.00020381351001560688,1.0002038342814001,1.0,1.0
12,train,0.00013137383428402246,1.0001313824642042,1.0,1.0
12,val,0.00013854256179183721,1.0001385521592558,1.0,1.0
13,train,9.619168139761314e-05,1.0000961963079658,1.0,1.0
13,val,0.00010164521541446447,1.0001016503814644,1.0,1.0
14,train,7.318697482114657e-05,1.000073189653053,1.0,1.0
14,val,7.692127511836588e-05,1.0000769242336356,1.0,1.0
15,train,5.881781475618482e-05,1.0000588195445577,1.0,1.0
15,val,6.171203241683543e-05,1.0000617139366434,1.0,1.0
16,train,4.603292783140205e-05,1.000046033987363,1.0,1.0
16,val,4.832906741648912e-05,1.0000483302352847,1.0,1.0
17,train,3.8683613657485695e-05,1.000038684361878,1.0,1.0
17,val,4.055515665095299e-05,1.0000405559790224,1.0,1.0
