experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,seed,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
mqar_ms_attention_stride4_len128_easy_kv12_vocab_512,outputs/MQAR/mqar_ms_attention_stride4_len128_easy_kv12_vocab_512,128,12,512,42,multiscale_mamba2_attention_lm,residual,4,256,3030176,20,20,0.00859943,0.99887500,0.00837039,0.99920833,0.99050000,0.00195312,131.755606,2026-05-05T20:39:10.957828+00:00,ok
