experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,num_parameters_trainable,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,dataset,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok
text8_multiscale_mamba2_ctx512,42,cuda:0,NVIDIA H100 80GB HBM3,1,1,False,3.53734175,2649531,9.427873,0.000619,9.56432,9.721817,0.156877,2026-05-05T15:03:11.710675+00:00,text8,random_windows,,,
