experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,best_val_bpc,final_val_loss,final_val_bpc,num_parameters_trainable,train_max_steps,eval_max_batches,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,dataset,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok,status
text8_ms_gated_right_init_shallow_equal_param_seed47,47,cuda:0,NVIDIA H100 80GB HBM3,10,10,False,1.49168832,2.15205134,1.49168832,2.15205134,1815259,20000,1000,11.656584,17.462713,59.362449,78.915152,2.089989,2026-05-11T11:56:51.314370+00:00,text8,random_windows,,,,ok
