epoch,split,answer_loss,answer_ppl,answer_accuracy,exact_match
1,train,5.548900091552734,256.95477369086257,0.005078125,0.0
1,val,5.563076568603516,260.6234300128773,0.00325,0.0
2,train,5.515777921295166,248.58328027780493,0.009825,0.0
2,val,5.55995295715332,259.81061380459107,0.00703125,0.0
3,train,5.416232964324951,225.02982845413743,0.01859375,0.0
3,val,5.577801315307617,264.4894371413707,0.00659375,0.0
4,train,5.125178530883789,168.20416861027505,0.05913125,0.0
4,val,5.647227249145508,283.50428824711014,0.0063125,0.0
5,train,4.6658441314697265,106.25524076867343,0.13810625,0.0
5,val,5.77381201171875,321.761958138991,0.0050625,0.0
6,train,4.105523348236084,60.674490127268285,0.2418625,0.0
6,val,5.965548141479492,389.76661677705454,0.004875,0.0
