experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,seed,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
mqar_mamba2_depth4_len128_easy_kv4_vocab256,outputs/MQAR/mqar_mamba2_depth4_len128_easy_kv4_vocab256,128,8,512,42,mamba2_lm,,,256,1931712,20,20,0.01095236,0.99737500,0.01264541,0.99762500,0.98100000,0.00195312,111.802387,2026-05-05T20:35:12.341169+00:00,ok
