experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,min_query_pos,seed,lr,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,test_loss_ckpt_answer_loss,test_loss_ckpt_answer_accuracy,test_loss_ckpt_exact_match,test_acc_ckpt_answer_loss,test_acc_ckpt_answer_accuracy,test_acc_ckpt_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
archeval_mqar_easy_mamba2_slow_init_seed50,outputs/ArchEval/mqar_easy_mamba2_slow_init_seed50,128,16,512,,50,0.0003,mamba2_lm,,,256,1931712,20,20,0.00702761,0.99834375,0.00572296,0.99846875,0.97550000,0.00572296,0.99846875,0.97550000,0.00572296,0.99846875,0.97550000,0.00195312,113.107363,2026-05-08T22:48:30.684099+00:00,ok
