experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,min_query_pos,seed,lr,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,test_loss_ckpt_answer_loss,test_loss_ckpt_answer_accuracy,test_loss_ckpt_exact_match,test_acc_ckpt_answer_loss,test_acc_ckpt_answer_accuracy,test_acc_ckpt_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
mqar_fail_ms_gated_slow_init_v1280_seed44,outputs/MQARFailureSweep/mqar_fail_ms_gated_slow_init_v1280_seed44,128,16,1280,,44,0.0003,multiscale_mamba2_lm,gated,2,256,3292320,20,5,6.48145728,0.01415625,6.48208423,0.00159375,0.00000000,6.48208423,0.00159375,0.00000000,6.62320966,0.01325000,0.00000000,0.00078125,44.407181,2026-05-08T00:03:01.822799+00:00,ok
