experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,seed,lr,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,test_loss_ckpt_answer_loss,test_loss_ckpt_answer_accuracy,test_loss_ckpt_exact_match,test_acc_ckpt_answer_loss,test_acc_ckpt_answer_accuracy,test_acc_ckpt_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
mqar_vocab640_ms_attention_stride4_dropout00_kv16_lr3e4_seed42,outputs/MQAR/mqar_vocab640_ms_attention_stride4_dropout00_kv16_lr3e4_seed42,128,16,640,42,0.0003,multiscale_mamba2_attention_lm,residual,4,256,3095840,20,5,5.78183356,0.00343750,5.78241617,0.00328125,0.00000000,5.78241617,0.00328125,0.00000000,5.78241617,0.00328125,0.00000000,0.00156250,44.497115,2026-05-05T21:09:11.089033+00:00,ok
