experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,seed,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
mqar_mamba2_depth6_len128,outputs/MQAR/mqar_mamba2_depth6_len128,128,16,1024,42,mamba2_lm,,,256,3028640,10,5,6.28395453,0.00193750,6.28525092,0.00137500,0.00000000,0.00097656,22.903796,2026-05-05T20:20:13.808620+00:00,ok
