epoch,split,answer_loss,answer_ppl,answer_accuracy,exact_match
1,train,5.867818054962158,353.476871119299,0.00345,0.0
1,val,5.880882019042969,358.12497549492696,0.0025625,0.0
2,train,5.833225717926025,341.4583528292527,0.011359375,0.0
2,val,5.8767901763916015,356.662578435438,0.00796875,0.0
3,train,5.679983592224121,292.94462331339355,0.033578125,0.0
3,val,5.840816879272461,344.0602816144529,0.026,0.0
4,train,5.362261364746094,213.20653946756929,0.062134375,0.0
4,val,5.795241973876953,328.7317188473704,0.0416875,0.0
5,train,4.852646572875977,128.07891186095958,0.12081875,0.0
5,val,5.72044320678711,305.04008883919187,0.05675,0.0
6,train,3.9730219638824464,53.14489035649893,0.2653625,0.0
6,val,5.136720611572265,170.15684197546253,0.130375,0.0
7,train,1.5003492364883422,4.483254513029775,0.740034375,0.0051
7,val,2.2218933486938477,9.224780067249688,0.56134375,0.0
8,train,0.23604079170227052,1.2662259606258106,0.970953125,0.6309
8,val,0.5026006298065185,1.6530145645936587,0.9035,0.1955
9,train,0.0530359731554985,1.054467576963202,0.9962875,0.9426
9,val,0.17648330211639404,1.1930145057759214,0.965875,0.578
10,train,0.016171274602413178,1.0163027373476015,0.999896875,0.99835
10,val,0.08898604846000671,1.0930654062742187,0.9811875,0.744
11,train,0.008136674292385578,1.0081698669916408,0.999996875,0.99995
11,val,0.06102148461341858,1.0629217504047823,0.98659375,0.81
12,train,0.005463842854648828,1.0054787968670715,1.0,1.0
12,val,0.050586331844329833,1.0518876708378093,0.988625,0.8375
13,train,0.004061841592565179,1.0040701020515652,1.0,1.0
13,val,0.044385657072067264,1.0453854374446152,0.98953125,0.847
14,train,0.003175020086020231,1.0031800658009624,1.0,1.0
14,val,0.039618039727211,1.0404133017393316,0.99040625,0.8595
15,train,0.0025584229972213505,1.002561698554162,1.0,1.0
15,val,0.03587570691108704,1.0365270053408218,0.9909375,0.867
16,train,0.002103548430651426,1.0021057624408052,1.0,1.0
16,val,0.03270325148105621,1.0332438801520978,0.99159375,0.876
17,train,0.0017630264468491078,1.0017645814917027,1.0,1.0
17,val,0.030517636895179747,1.030988073317013,0.992,0.881
18,train,0.0014947388952597975,1.0014958565742524,1.0,1.0
18,val,0.028403637766838075,1.0288108675450682,0.992625,0.8895
19,train,0.0012818105151876807,1.0012826323854092,1.0,1.0
19,val,0.026717908799648284,1.027078032219587,0.99265625,0.8905
20,train,0.0011072411933913827,1.0011078544112273,1.0,1.0
20,val,0.025130281090736388,1.0254487083984773,0.9930625,0.896
