experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,num_parameters_trainable,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok
tiny_shakespeare_multiscale_mamba2_ctx512,42,cuda:0,NVIDIA H100 80GB HBM3,20,7,True,1.53010355,2669025,0.726811,42.811386,85.452829,129.691274,1.42706,2026-05-03T23:09:25.267451+00:00,random_windows,,,
