experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,seed,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
mqar_mamba2_depth4_len128_easy_kv12_vocab_512,outputs/MQAR/mqar_mamba2_depth4_len128_easy_kv12_vocab_512,128,12,512,42,mamba2_lm,,,256,1931712,20,20,0.00665706,0.99900000,0.00610644,0.99929167,0.99150000,0.00195312,112.256308,2026-05-05T20:38:51.478214+00:00,ok
