experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,min_query_pos,seed,lr,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,test_loss_ckpt_answer_loss,test_loss_ckpt_answer_accuracy,test_loss_ckpt_exact_match,test_acc_ckpt_answer_loss,test_acc_ckpt_answer_accuracy,test_acc_ckpt_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
archeval_mqar_trans704_ms_gated_stride2_seed43,outputs/ArchEval/mqar_trans704_ms_gated_stride2_seed43,128,16,704,,43,0.0003,multiscale_mamba2_lm,gated,2,256,2996832,20,20,0.01195890,0.99712500,0.01337209,0.99696875,0.95250000,0.01337209,0.99696875,0.95250000,0.01420013,0.99687500,0.95100000,0.00142045,130.953915,2026-05-05T22:48:32.486596+00:00,ok
