experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,seed,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
mqar_ms_attention_stride4_len128_easy_kv4_vocab256,outputs/MQAR/mqar_ms_attention_stride4_len128_easy_kv4_vocab256,128,8,512,42,multiscale_mamba2_attention_lm,residual,4,256,3030176,20,20,0.01675417,0.99618750,0.01811698,0.99600000,0.96850000,0.00195312,131.096519,2026-05-05T20:35:31.654933+00:00,ok
