model_name,experiment_name,config_path,backbone,fusion,stride,block_size,batch_size,batch_size_requested,batch_size_effective,vocab_size,d_model,num_parameters_trainable,device,cuda_device_name,forward_latency_ms_mean,forward_latency_ms_std,forward_latency_ms_p50,forward_latency_ms_p95,tokens_per_second,max_cuda_memory_mb,status
archeval_timing_transformer_param_match_rep1,archeval_timing_transformer_param_match_rep1,configs/TinyShakespeare/benchmark_lm_transformer_param_match.yaml,transformer_lm,,,1024,1,1,1,65,232,2863873,cuda:0,NVIDIA H100 80GB HBM3,1.147329,0.031343,1.137355,1.187412,892507.4196,104.3901,ok
archeval_timing_transformer_param_match_rep1,archeval_timing_transformer_param_match_rep1,configs/TinyShakespeare/benchmark_lm_transformer_param_match.yaml,transformer_lm,,,1024,8,8,8,65,232,2863873,cuda:0,NVIDIA H100 80GB HBM3,4.696841,0.053532,4.674125,4.81708,1744151.0648,506.7847,ok
archeval_timing_transformer_param_match_rep1,archeval_timing_transformer_param_match_rep1,configs/TinyShakespeare/benchmark_lm_transformer_param_match.yaml,transformer_lm,,,1024,16,16,16,65,232,2863873,cuda:0,NVIDIA H100 80GB HBM3,8.885456,0.042732,8.869763,8.976535,1843912.1754,966.6284,ok
