model_name,experiment_name,config_path,backbone,fusion,stride,block_size,batch_size,batch_size_requested,batch_size_effective,vocab_size,d_model,num_parameters_trainable,device,cuda_device_name,forward_latency_ms_mean,forward_latency_ms_std,forward_latency_ms_p50,forward_latency_ms_p95,tokens_per_second,max_cuda_memory_mb,status
archeval_timing_ms_film_stride2,archeval_timing_ms_film_stride2,configs/TinyShakespeare/benchmark_lm_ms_film_stride2.yaml,multiscale_mamba2_film_lm,film,2,1024,1,1,1,65,256,2668257,cuda:0,NVIDIA H100 80GB HBM3,3.53247,0.194707,3.475424,3.712128,289882.1245,56.2002,ok
archeval_timing_ms_film_stride2,archeval_timing_ms_film_stride2,configs/TinyShakespeare/benchmark_lm_ms_film_stride2.yaml,multiscale_mamba2_film_lm,film,2,1024,8,8,8,65,256,2668257,cuda:0,NVIDIA H100 80GB HBM3,3.554251,0.118322,3.523169,3.763995,2304845.7539,154.2822,ok
archeval_timing_ms_film_stride2,archeval_timing_ms_film_stride2,configs/TinyShakespeare/benchmark_lm_ms_film_stride2.yaml,multiscale_mamba2_film_lm,film,2,1024,16,16,16,65,256,2668257,cuda:0,NVIDIA H100 80GB HBM3,3.775689,0.115634,3.743032,4.010061,4339340.7418,267.376,ok
