model_name,experiment_name,config_path,backbone,fusion,stride,block_size,batch_size,batch_size_requested,batch_size_effective,vocab_size,d_model,num_parameters_trainable,device,cuda_device_name,forward_latency_ms_mean,forward_latency_ms_std,forward_latency_ms_p50,forward_latency_ms_p95,tokens_per_second,max_cuda_memory_mb,status
archeval_timing_ms_multiaxis_s2_s8,archeval_timing_ms_multiaxis_s2_s8,configs/TinyShakespeare/benchmark_lm_ms_multiaxis_s2_s8.yaml,multiscale_mamba2_multiaxis_lm,residual_gated_sum,,1024,1,1,1,65,256,3216465,cuda:0,NVIDIA H100 80GB HBM3,4.046466,0.09617,4.021754,4.238688,253060.3354,58.293,ok
archeval_timing_ms_multiaxis_s2_s8,archeval_timing_ms_multiaxis_s2_s8,configs/TinyShakespeare/benchmark_lm_ms_multiaxis_s2_s8.yaml,multiscale_mamba2_multiaxis_lm,residual_gated_sum,,1024,8,8,8,65,256,3216465,cuda:0,NVIDIA H100 80GB HBM3,4.183168,0.185709,4.144846,4.421449,1958324.5301,156.8281,ok
archeval_timing_ms_multiaxis_s2_s8,archeval_timing_ms_multiaxis_s2_s8,configs/TinyShakespeare/benchmark_lm_ms_multiaxis_s2_s8.yaml,multiscale_mamba2_multiaxis_lm,residual_gated_sum,,1024,16,16,16,65,256,3216465,cuda:0,NVIDIA H100 80GB HBM3,4.322791,0.097319,4.298093,4.523659,3790143.5654,269.4688,ok
