model_name,experiment_name,config_path,backbone,fusion,stride,block_size,batch_size,batch_size_requested,batch_size_effective,vocab_size,d_model,num_parameters_trainable,device,cuda_device_name,forward_latency_ms_mean,forward_latency_ms_std,forward_latency_ms_p50,forward_latency_ms_p95,tokens_per_second,max_cuda_memory_mb,status
archeval_timing_mamba2_slow_init_rep2,archeval_timing_mamba2_slow_init_rep2,configs/TinyShakespeare/benchmark_lm_mamba2_slow_init.yaml,mamba2_lm,,,1024,1,1,1,65,256,1702401,cuda:0,NVIDIA H100 80GB HBM3,2.280263,0.06362,2.265697,2.350335,449070.9243,52.5127,ok
archeval_timing_mamba2_slow_init_rep2,archeval_timing_mamba2_slow_init_rep2,configs/TinyShakespeare/benchmark_lm_mamba2_slow_init.yaml,mamba2_lm,,,1024,8,8,8,65,256,1702401,cuda:0,NVIDIA H100 80GB HBM3,2.361126,0.080046,2.34466,2.521002,3469530.7041,150.5947,ok
archeval_timing_mamba2_slow_init_rep2,archeval_timing_mamba2_slow_init_rep2,configs/TinyShakespeare/benchmark_lm_mamba2_slow_init.yaml,mamba2_lm,,,1024,16,16,16,65,256,1702401,cuda:0,NVIDIA H100 80GB HBM3,2.850197,0.095649,2.836158,2.86203,5748374.8218,263.6885,ok
