model_name,experiment_name,config_path,backbone,fusion,stride,block_size,batch_size,batch_size_requested,batch_size_effective,vocab_size,d_model,num_parameters_trainable,device,cuda_device_name,forward_latency_ms_mean,forward_latency_ms_std,forward_latency_ms_p50,forward_latency_ms_p95,tokens_per_second,max_cuda_memory_mb,status
archeval_timing_mamba2_split_ts_slow_veryslow_rep4,archeval_timing_mamba2_split_ts_slow_veryslow_rep4,configs/TinyShakespeare/benchmark_lm_mamba2_split_ts_slow_veryslow.yaml,mamba2_lm,,,1024,1,1,1,65,256,1702401,cuda:0,NVIDIA H100 80GB HBM3,2.274619,0.064604,2.260765,2.351076,450185.1868,52.5127,ok
archeval_timing_mamba2_split_ts_slow_veryslow_rep4,archeval_timing_mamba2_split_ts_slow_veryslow_rep4,configs/TinyShakespeare/benchmark_lm_mamba2_split_ts_slow_veryslow.yaml,mamba2_lm,,,1024,8,8,8,65,256,1702401,cuda:0,NVIDIA H100 80GB HBM3,2.362414,0.086585,2.346635,2.562241,3467640.1642,150.5947,ok
archeval_timing_mamba2_split_ts_slow_veryslow_rep4,archeval_timing_mamba2_split_ts_slow_veryslow_rep4,configs/TinyShakespeare/benchmark_lm_mamba2_split_ts_slow_veryslow.yaml,mamba2_lm,,,1024,16,16,16,65,256,1702401,cuda:0,NVIDIA H100 80GB HBM3,2.827263,0.056773,2.821157,2.860929,5795004.2625,263.6885,ok
