model_name,experiment_name,config_path,backbone,fusion,stride,block_size,batch_size,batch_size_requested,batch_size_effective,vocab_size,d_model,num_parameters_trainable,device,cuda_device_name,forward_latency_ms_mean,forward_latency_ms_std,forward_latency_ms_p50,forward_latency_ms_p95,tokens_per_second,max_cuda_memory_mb,status
archeval_timing_mamba2_depth4,archeval_timing_mamba2_depth4,configs/TinyShakespeare/benchmark_lm_mamba2.yaml,mamba2_lm,,,1024,1,1,1,65,256,1702401,cuda:0,NVIDIA H100 80GB HBM3,2.265778,0.065872,2.252446,2.371385,451941.9239,52.5127,ok
archeval_timing_mamba2_depth4,archeval_timing_mamba2_depth4,configs/TinyShakespeare/benchmark_lm_mamba2.yaml,mamba2_lm,,,1024,8,8,8,65,256,1702401,cuda:0,NVIDIA H100 80GB HBM3,2.364012,0.142551,2.338167,2.454617,3465295.6525,150.5947,ok
archeval_timing_mamba2_depth4,archeval_timing_mamba2_depth4,configs/TinyShakespeare/benchmark_lm_mamba2.yaml,mamba2_lm,,,1024,16,16,16,65,256,1702401,cuda:0,NVIDIA H100 80GB HBM3,2.834924,0.034396,2.82977,2.856566,5779343.3906,263.6885,ok
