experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,num_parameters_trainable,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,dataset,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok
archeval_lm_ms_window_ws8_o0,42,cuda:0,NVIDIA H100 80GB HBM3,10,10,False,1.57804869,2668001,2.908026,34.067979,231.659924,267.060598,1.332695,2026-05-06T15:41:30.826390+00:00,tiny_shakespeare,random_windows,,,
