experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,best_val_bpc,final_val_loss,final_val_bpc,num_parameters_trainable,train_max_steps,eval_max_batches,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,dataset,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok,status
text8_mamba2_split_ts_slow_veryslow_seed50,50,cuda:0,NVIDIA H100 80GB HBM3,10,10,False,1.45632130,2.10102751,1.45632130,2.10102751,1682907,20000,1000,10.204288,17.733718,58.891458,78.913925,2.288749,2026-05-10T23:19:33.823311+00:00,text8,random_windows,,,,ok
