epoch,split,answer_loss,answer_ppl,answer_accuracy,exact_match
1,train,5.865367542266846,352.61173200923895,0.0035875,0.0
1,val,5.8816389465332035,358.3961527516315,0.003,0.0
2,train,5.826217604827881,339.0737396534815,0.00671875,0.0
2,val,5.883514953613282,359.0691375364015,0.00309375,0.0
3,train,5.643559962463379,282.46650084156,0.027525,0.0
3,val,5.880850570678711,358.1137132273387,0.01353125,0.0
4,train,5.263644921875,193.18435145243362,0.062778125,0.0
4,val,5.913912048339844,370.15137675725055,0.02403125,0.0
5,train,4.77033703994751,117.95899215411676,0.128815625,0.0
5,val,5.977541320800781,394.469301407599,0.02496875,0.0
6,train,4.211135102081299,67.43303976806095,0.22430625,0.0
6,val,6.104618392944336,447.92167876417045,0.02209375,0.0
7,train,3.652285344696045,38.562694472351644,0.32134375,0.0
7,val,6.277563125610351,532.4894715283402,0.0210625,0.0
