epoch,split,loss,perplexity,bpc
1,train,3.251161066691081,25.820301612219733,4.690433948046495
1,val,2.7184581278097815,15.15693416359547,3.9219060598554676
2,train,2.474308236440023,11.873490623349992,3.5696722223427377
2,val,2.3442630335322385,10.425586587961147,3.3820566530162783
3,train,2.1668614705403644,8.730838999327252,3.1261202978419504
3,val,2.134400331329853,8.451976601313104,3.07928877328134
4,train,1.9592283407847086,7.093850917136214,2.8265690112192114
4,val,1.9969805883892697,7.366779145723412,2.8810339916207237
5,train,1.8071125984191894,6.092829563826009,2.6071123840673334
5,val,1.8910666153845057,6.626432768176285,2.7282324280059034
6,train,1.6964185953140258,5.4543780346983,2.4474146947313664
6,val,1.8149149913111997,6.140554154799816,2.618368857599704
7,train,1.6099011739095053,5.002316843987871,2.322596439920564
7,val,1.762197196878402,5.825222504259683,2.542313157004903
8,train,1.5402917305628459,4.665951273046622,2.222171241205297
8,val,1.718145805339074,5.574183255393277,2.4787604328868564
9,train,1.4934140682220458,4.452269954352776,2.1545410702177574
9,val,1.6781069053458124,5.355408074291596,2.4209965104239286
10,train,1.4456171909968059,4.244470983852187,2.0855847524749254
10,val,1.6447058407265993,5.179486088972379,2.372808960137378
