experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,num_parameters_trainable,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,dataset,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok
tiny_shakespeare_mamba2_depth_6_block_size_1024,42,cuda:0,NVIDIA H100 80GB HBM3,10,10,False,1.53700188,2536673,0.770464,36.575291,270.030476,308.611674,2.005908,2026-05-05T19:03:15.481327+00:00,tiny_shakespeare,random_windows,,,
