experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,seed,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
mqar_ms_gated_stride2_len128_easy_kv12_vocab_512,outputs/MQAR/mqar_ms_gated_stride2_len128_easy_kv12_vocab_512,128,12,512,42,multiscale_mamba2_lm,gated,2,256,2898336,20,20,0.01000041,0.99775000,0.00915295,0.99795833,0.97550000,0.00195312,131.415971,2026-05-05T20:39:10.683794+00:00,ok
