experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,best_val_bpc,final_val_loss,final_val_bpc,num_parameters_trainable,train_max_steps,eval_max_batches,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,dataset,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok,status
text8_mamba2_slow_init_seed53,53,cuda:0,NVIDIA H100 80GB HBM3,10,10,False,1.45030380,2.09234610,1.45030380,2.09234610,1682907,20000,1000,10.857239,17.856455,59.065246,78.097649,1.175948,2026-05-10T23:26:52.986430+00:00,text8,random_windows,,,,ok
