epoch,split,loss,perplexity,bpc
1,train,3.0430973529815675,20.970094534393567,4.390261460088839
1,val,2.4928288510000285,12.095443978564065,3.596391821122674
2,train,2.257998832066854,9.563930971799603,3.2576037173559214
2,val,2.147438249360545,8.562894276001774,3.098098512967735
3,train,1.9676021575927733,7.153502934141121,2.838649875201519
3,val,1.9634279469298792,7.123704940734052,2.832627762178536
4,train,1.782847253481547,5.946764281988053,2.5721048912603366
4,val,1.8553210507085025,6.393750639315589,2.6766624791140576
5,train,1.656670101483663,5.241826998940023,2.3900697397994963
5,val,1.766109333924903,5.848056208190107,2.547957177721168
6,train,1.5676535447438558,4.795382830860255,2.2616459948339656
6,val,1.699437228703698,5.470867677926215,2.4517696621529086
7,train,1.4938552061716714,4.454234452867184,2.1551774977500306
7,val,1.6566713812892369,5.2418337074637265,2.3900715861686512
8,train,1.4385842243830362,4.2147244868014955,2.075438326418502
8,val,1.623494118608478,5.07077729567589,2.34220691382885
9,train,1.4028094132741293,4.066608717905194,2.0238261838429428
9,val,1.5921926661894934,4.914513009509348,2.297048463651359
10,train,1.3636194626490274,3.9103209798025738,1.967287036423425
10,val,1.5722701718879792,4.817572506722466,2.2683063799204257
