experiment_name,seed,device,cuda_device_name,epochs_planned,epochs_completed,early_stopped,best_val_loss,num_parameters_trainable,wall_setup_sec,wall_train_phases_sec,wall_eval_phases_sec,wall_training_loop_sec,wall_overhead_sec,finished_at_utc,data_sampling,debug_initial_train_ce,debug_initial_val_ce,debug_shift_ok
tiny_shakespeare_mamba2_large_ctx512,42,cuda:0,NVIDIA H100 80GB HBM3,20,4,True,1.53115411,13295041,0.768442,117.194137,185.817724,303.53937,0.527509,2026-05-03T23:07:09.999659+00:00,random_windows,,,
