experiment_name,output_dir,input_seq_len,num_kv_pairs,vocab_size,seed,lr,backbone,fusion,stride,d_model,num_parameters_trainable,epochs_planned,epochs_completed,best_val_answer_loss,best_val_answer_accuracy,test_answer_loss,test_answer_accuracy,test_exact_match,test_loss_ckpt_answer_loss,test_loss_ckpt_answer_accuracy,test_loss_ckpt_exact_match,test_acc_ckpt_answer_loss,test_acc_ckpt_answer_accuracy,test_acc_ckpt_exact_match,random_baseline_accuracy,wall_training_loop_sec,finished_at_utc,status
mqar_hard_rerun_mamba2_depth4_kv16_vocab768_lr3e4_seed42,outputs/MQAR/mqar_hard_rerun_mamba2_depth4_kv16_vocab768_lr3e4_seed42,128,16,768,42,0.0003,mamba2_lm,,,256,2063040,20,5,5.96889854,0.03050000,5.96973398,0.00284375,0.00000000,5.96973398,0.00284375,0.00000000,6.01079924,0.03009375,0.00000000,0.00130208,38.49616,2026-05-05T21:02:58.179162+00:00,ok
