epoch,split,answer_loss,answer_ppl,answer_accuracy,exact_match
1,train,6.110544093322754,450.58380812619583,0.003,0.0
1,val,6.122904205322266,456.1876350818899,0.00225,0.0
2,train,6.086364925384522,439.8197242689324,0.004771875,0.0
2,val,6.121794769287109,455.68180472583276,0.00296875,0.0
3,train,5.947672999572754,382.86138307063504,0.027815625,0.0
3,val,6.092397354125977,442.48092409369883,0.0218125,0.0
4,train,5.5265097946166994,251.26541095252017,0.0785125,0.0
4,val,5.890047409057617,361.42241866239306,0.05265625,0.0
5,train,2.9901917251586916,19.889495442703765,0.505365625,0.0
5,val,3.272475677490234,26.376558431219387,0.45071875,0.0
6,train,0.22585200064182281,1.2533901506126637,0.97949375,0.72245
6,val,0.3037729349136353,1.354961356739615,0.96328125,0.548
7,train,0.0413707744717598,1.0422384693320532,0.99875625,0.9804
7,val,0.07551537466049195,1.0784398082365039,0.992125,0.8815
8,train,0.016342561492323875,1.0164768315922947,0.999965625,0.99945
8,val,0.03887963771820068,1.0396453420335146,0.99571875,0.9345
9,train,0.009461746145784855,1.0095066499769954,0.99999375,0.9999
9,val,0.02663761466741562,1.026995567191028,0.997125,0.956
10,train,0.006607825507968664,1.0066297053531243,1.0,1.0
10,val,0.021114578664302826,1.0213390685998576,0.9970625,0.956
11,train,0.004982860159128904,1.0049952952523427,1.0,1.0
11,val,0.017721409380435944,1.017879365242921,0.99746875,0.9615
12,train,0.0039195447854697705,1.0039272362468583,1.0,1.0
12,val,0.015205208778381347,1.0153213961026215,0.99784375,0.967
13,train,0.0031574961841106413,1.0031624863259225,1.0,1.0
13,val,0.013304990798234939,1.0133938960452422,0.9979375,0.9685
14,train,0.002604535309970379,1.0026079300586686,1.0,1.0
14,val,0.011835498958826065,1.011905815613703,0.99815625,0.9715
15,train,0.0021792561307549477,1.0021816324352752,1.0,1.0
15,val,0.010581907093524932,1.0106380934838914,0.998375,0.975
16,train,0.0018482477126643062,1.0018499567752295,1.0,1.0
16,val,0.009666684612631798,1.009713557923088,0.99840625,0.975
17,train,0.0015827750472351908,1.0015840282967772,1.0,1.0
17,val,0.008704017505049705,1.008742007607592,0.99846875,0.9765
18,train,0.0013673834912478924,1.0013683187863078,1.0,1.0
18,val,0.008023742213845253,1.0080560187017227,0.99853125,0.977
19,train,0.0011901143221184612,1.0011908227891928,1.0,1.0
19,val,0.007453543037176132,1.007481389831846,0.99865625,0.9795
20,train,0.001041926712729037,1.0010424697069367,1.0,1.0
20,val,0.0069077442437410356,1.0069316577400704,0.99871875,0.98
