epoch,split,answer_loss,answer_ppl,answer_accuracy,exact_match
1,train,5.549114916992187,257.0099800426924,0.006353125,0.0
1,val,5.558729339599609,259.4928993970037,0.00590625,0.0
2,train,5.472625559997558,238.08447793475324,0.033396875,0.0
2,val,5.508771621704102,246.84771837580445,0.03265625,0.0
3,train,5.216898673248291,184.36153118916215,0.0606125,0.0
3,val,5.317318435668946,203.8365476492802,0.05515625,0.0
4,train,3.8562216094970703,47.28634712295341,0.31563125,0.0
4,val,3.985686462402344,53.82222373245367,0.30140625,0.0
5,train,0.2664923667430878,1.30537762501453,0.98006875,0.72805
5,val,0.30779790687561037,1.360426028407688,0.9709375,0.6225
6,train,0.026658465614914893,1.0270169812449323,0.999371875,0.99005
6,val,0.03816150677204132,1.0388990085550278,0.9969375,0.952
7,train,0.009558700290322304,1.009604530575537,0.999996875,0.99995
7,val,0.016053447902202606,1.0161829968040998,0.99909375,0.9855
8,train,0.005533252422511578,1.005548589137955,1.0,1.0
8,val,0.010361740857362748,1.0104156095913464,0.999375,0.99
9,train,0.0038674733333289623,1.003874961658842,1.0,1.0
9,val,0.007845055699348449,1.00787590877741,0.999625,0.994
10,train,0.0029143689431250096,1.0029186198448556,1.0,1.0
10,val,0.006313480496406555,1.0063334525232737,0.99953125,0.9925
11,train,0.0022847742591053247,1.002287386344776,1.0,1.0
11,val,0.005261801570653916,1.0052756691607052,0.9996875,0.995
12,train,0.0018421339450404048,1.0018438317161233,1.0,1.0
12,val,0.004479824438691139,1.0044898738531254,0.99965625,0.9945
13,train,0.0015189018744975328,1.0015200559902053,1.0,1.0
13,val,0.003941397607326508,1.0039491751296217,0.9996875,0.995
14,train,0.0012715433534234762,1.0012723521074256,1.0,1.0
14,val,0.003455391615629196,1.0034613683632565,0.99975,0.996
15,train,0.001078770432062447,1.0010793525141772,1.0,1.0
15,val,0.003081206172704697,1.0030859579676106,0.99978125,0.9965
16,train,0.0009235248256474734,1.0009239514060084,1.0,1.0
16,val,0.0027700168266892432,1.0027738568681406,0.99978125,0.9965
17,train,0.0007983792615123093,1.0007986980510677,1.0,1.0
17,val,0.002535895504057407,1.0025391136067436,0.99984375,0.9975
18,train,0.0006954752349294722,1.0006957171339057,1.0,1.0
18,val,0.002293871000409126,1.0022965039353118,0.9998125,0.997
19,train,0.0006087575233541429,1.0006089428538205,1.0,1.0
19,val,0.002052623249590397,1.002054731322806,0.99984375,0.9975
20,train,0.0005363258445635438,1.0005364696929848,1.0,1.0
20,val,0.001910593718290329,1.001912420065419,0.99978125,0.9965
