epoch,split,answer_loss,answer_ppl,answer_accuracy,exact_match
1,train,5.550860886383057,257.4591035648635,0.00469375,0.0
1,val,5.559861083984375,259.7867452766306,0.00346875,0.0
2,train,5.477761097717285,239.31031472304284,0.0231,0.0
2,val,5.540760055541992,254.8716424638642,0.0186875,0.0
3,train,5.264469370269776,193.34368765409704,0.051178125,0.0
3,val,5.472175659179688,237.97738762522337,0.04196875,0.0
4,train,4.5899748092651365,98.49194904612128,0.17663125,0.0
4,val,4.993365905761719,147.43183092979464,0.1465,0.0
5,train,1.8198551328659058,6.170964415197568,0.65996875,0.0004
5,val,2.109214241027832,8.241762700668728,0.58421875,0.0
6,train,0.24856006603240965,1.2821778353917692,0.97028125,0.62155
6,val,0.33587873458862305,1.399169343676865,0.944875,0.4045
7,train,0.0632050718843937,1.0652452686882612,0.996490625,0.9464
7,val,0.10454172325134277,1.1102017141250538,0.98384375,0.7805
8,train,0.023816950696706772,1.0241028394209868,0.99989375,0.9983
8,val,0.04915776216983795,1.050386048851472,0.99425,0.913
9,train,0.013492283675074577,1.0135837152787446,0.999996875,0.99995
9,val,0.032618459820747375,1.033156273402209,0.99665625,0.948
10,train,0.009263971583545208,1.0093070149832306,1.0,1.0
10,val,0.02466863852739334,1.0249754268800073,0.99728125,0.958
11,train,0.006881238339841366,1.0069049684600302,1.0,1.0
11,val,0.019768246710300447,1.019964932405229,0.99790625,0.968
12,train,0.00538050794005394,1.005395008868689,1.0,1.0
12,val,0.01658645612001419,1.016724775065503,0.9984375,0.976
13,train,0.004299461225420236,1.004308717169271,1.0,1.0
13,val,0.01399326330423355,1.0140916272887086,0.9986875,0.979
14,train,0.0034937461994588373,1.0034998564445214,1.0,1.0
14,val,0.012014315962791443,1.0120867777590183,0.99878125,0.981
15,train,0.0028704902768135073,1.002874614078862,1.0,1.0
15,val,0.01041636911034584,1.010470808338577,0.99896875,0.9835
16,train,0.002407202011719346,1.0024101016486857,1.0,1.0
16,val,0.009040423601865768,1.0090814116546603,0.99925,0.988
17,train,0.0020582021210342645,1.0020603216729258,1.0,1.0
17,val,0.007936297297477721,1.0079678731814685,0.9993125,0.989
18,train,0.0017763885080814361,1.0017779672208111,1.0,1.0
18,val,0.007138392508029938,1.0071639315649334,0.9994375,0.991
19,train,0.0015525041416287423,1.0015537099000846,1.0,1.0
19,val,0.006401853799819946,1.0064223894645763,0.99953125,0.9925
20,train,0.00136509052477777,1.001366022684961,1.0,1.0
20,val,0.00586813722550869,1.005885388470474,0.99959375,0.9935
